"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created"
"Spooky","2158	","Utah","SCAN","Kane","5341","37.51468","-111.26189","140700050701	",,"3-14-2024, 12:19 PM MDT"
"Spotted Bear Mountain","13B02	","Montana","Snow Course/Aerial Marker","Flathead","5900","47.91568","-113.47413","170102090406	",,"3-14-2024, 12:19 PM MDT"
"Spotted Fawn","SPF	","California","Snow Course/Aerial Marker","Tuolumne","7800","38.092","-119.758","180400090301	",,"3-14-2024, 12:19 PM MDT"
"Sprague R nr Chiloquin","11501000	","Oregon","Streamflow","Klamath","4202","42.58458","-121.84974","180102020715	",,"3-14-2024, 12:19 PM MDT"
"Spratt Creek","778	","California","SNOTEL","Alpine","6063","38.66627","-119.81741","160502010107	",,"3-14-2024, 12:19 PM MDT"
"Spring City Tunnel Near Spring City, UT","09323000	","Utah","Streamflow","Sanpete","9838","39.41666","-111.35","140600090202	",,"3-14-2024, 12:19 PM MDT"
"Spring Creek","2044	","Alaska","SNOTEL","Matanuska-Susitna","580","61.65722","-149.12853","190204020709	",,"3-14-2024, 12:19 PM MDT"
"Spring Creek Divide","779	","Wyoming","SNOTEL","Sublette","9000","42.52516","-110.66148","140401011001	",,"3-14-2024, 12:19 PM MDT"
"Spring Mountain Canyon","13E30	","Idaho","Snow Course/Aerial Marker","Lemhi","8777","44.35063","-113.26703","170402160101	",,"3-14-2024, 12:19 PM MDT"
"Springdale","7800	","Montana","ACIS","Park","4220","45.73333","-110.23333","100700020509	",,"3-14-2024, 12:19 PM MDT"
"Spruce Ck nr Seward","15238600	","Alaska","Streamflow","Kenai Peninsula","100","60.06944","-149.45222","190202020511	",,"3-14-2024, 12:19 PM MDT"
"Spruce Springs","984	","Washington","SNOTEL","Garfield","5700","46.18287","-117.54155","170601030201	",,"3-14-2024, 12:19 PM MDT"
"Spud Mountain","780	","Colorado","SNOTEL","San Juan","10674","37.69883","-107.77841","140801040202	",,"3-14-2024, 12:19 PM MDT"
"Spur Park","781	","Montana","SNOTEL","Judith Basin","8100","46.77962","-110.62165","100401030301	",,"3-14-2024, 12:19 PM MDT"
"Spuzzum Creek","1D19P	","British Columbia","Cooperator Snow Sensors","	","3927","49.65","-121.65","	",,"3-14-2024, 12:19 PM MDT"
"Squamish Upper","3A25P	","British Columbia","Cooperator Snow Sensors","	","4551","50.15","-123.43333","	",,"3-14-2024, 12:19 PM MDT"
"Square Lake","47N01	","Alaska","Snow Course/Aerial Marker","Matanuska-Susitna","2950","62.40083","-147.47267","190205011409	",,"3-14-2024, 12:19 PM MDT"
"Squirrel Creek","57P01	","Alaska","Snow Course/Aerial Marker","Yukon-Koyukuk","150","64.798","-157.842","190902051305	",,"3-14-2024, 12:19 PM MDT"
"St Anthony 1 WNW","8022	","Idaho","ACIS","Fremont","4950","43.96666","-111.71666","170402030504	",,"3-14-2024, 12:19 PM MDT"
"St Mary Canal at St Mary Xing nr Babb","05018500	","Montana","Streamflow","Glacier","4450","48.95","-113.36667","090400010405	",,"3-14-2024, 12:19 PM MDT"
"St Regis R at St Regis","12354000	","Montana","Streamflow","Mineral","2645","47.3","-115.11667","170102040712	",,"3-14-2024, 12:19 PM MDT"
"St. Anne Lake","46M01	","Alaska","Snow Course/Aerial Marker","Valdez-Cordova","1990","61.89533","-146.04517","190201022001	",,"3-14-2024, 12:19 PM MDT"
"St. Joe R at Calder","12414500	","Idaho","Streamflow","Shoshone","2172","47.27464","-116.18905","170103040605	",,"3-14-2024, 12:19 PM MDT"
"St. Lawrence Alt","786	","Wyoming","SNOTEL","Fremont","8620","43.03313","-109.17025","100800020105	",,"3-14-2024, 12:19 PM MDT"
"St. Leon Creek","2B08P	","British Columbia","Cooperator Snow Sensors","	","5978","50.43333","-117.7","170200210000	",,"3-14-2024, 12:19 PM MDT"
"St. Maries River Near Santa, ID","12414900	","Idaho","Streamflow","Benewah","2574","47.16667","-116.48333","170103040903	",,"3-14-2024, 12:19 PM MDT"
"St. Mary R at Intl Boundary","05020500	","Montana","Streamflow","Glacier","4116","49.01194","-113.29917","090400010701	",,"3-14-2024, 12:19 PM MDT"
"St. Mary R nr Babb","05017500	","Montana","Streamflow","Glacier","4468","48.83331","-113.41982","090400010404	",,"3-14-2024, 12:19 PM MDT"
"St. Vrain Ck at Lyons","06724000	","Colorado","Streamflow","Boulder","5292","40.21804","-105.25999","101900050701	",,"3-14-2024, 12:19 PM MDT"
"Stack Pup Creek","45Q04	","Alaska","Snow Course/Aerial Marker","Yukon-Koyukuk","1620","65.54933","-145.13567","190804010804	",,"3-14-2024, 12:19 PM MDT"
"Stag Mountain","1203	","Nevada","SNOTEL","Elko","7640","41.408","-115.4464","170501020101	",,"3-14-2024, 12:19 PM MDT"
"Stag Mountain AM","15H19	","Nevada","Snow Course/Aerial Marker","Elko","7640","41.408","-115.4464","170501020101	",,"3-14-2024, 12:19 PM MDT"
"Stagecoach Reservoir nr Oak Creek","09237495	","Colorado","Reservoir","Routt","7200","40.28503","-106.834","140500010111	",,"3-14-2024, 12:19 PM MDT"
"Stahl Peak","787	","Montana","SNOTEL","Lincoln","6030","48.90902","-114.86298","170101010801	",,"3-14-2024, 12:19 PM MDT"
"Stampede Pass","788	","Washington","SNOTEL","King","3850","47.27427","-121.34162","171100130103	",,"3-14-2024, 12:19 PM MDT"
"Stampede Pass Wscmo","8009	","Washington","ACIS","Kittitas","3960","47.28333","-121.33333","170300010304	",,"3-14-2024, 12:19 PM MDT"
"Stampede Reservoir","10344300	","California","Reservoir","Sierra","5970","39.47509","-120.10336","160501020106	",,"3-14-2024, 12:19 PM MDT"
"Stampede Reservoir Inflow","10344300	","California","Streamflow","Sierra","5690","39.47056","-120.10306","160501020107	",,"3-14-2024, 12:19 PM MDT"
"Standley AM","17D11	","Oregon","Snow Course/Aerial Marker","Wallowa","7360","45.37917","-117.573","170601050603	",,"3-14-2024, 12:19 PM MDT"
"Standley Reservoir","06016280	","Colorado","Reservoir","Jefferson","5500","39.86667","-105.11667","101900030406	",,"3-14-2024, 12:19 PM MDT"
"Stanford","7864	","Montana","ACIS","Judith Basin","4860","47.15","-110.21666","100401031202	",,"3-14-2024, 12:19 PM MDT"
"Stanislaus Meadow","SLM	","California","Cooperator Snow Sensors","Alpine","7750","38.505","-119.937","180400100301	",,"3-14-2024, 12:19 PM MDT"
"Stanislaus Meadow","SLM	","California","Snow Course/Aerial Marker","Alpine","7750","38.505","-119.937","180400100301	",,"3-14-2024, 12:19 PM MDT"
"Stanley","8676	","Idaho","ACIS","Custer","6270","44.21666","-114.93333","170602010106	",,"3-14-2024, 12:19 PM MDT"
"Stanley Farm","2056	","Alabama","SCAN","Morgan","635","34.43333","-86.68333","060300020605	",,"3-14-2024, 12:19 PM MDT"
"Starkville","2064	","Mississippi","SCAN","Oktibbeha","340","33.47094","-88.78051","031601040507	",,"3-14-2024, 12:19 PM MDT"
"Starr Ridge","789	","Oregon","SNOTEL","Grant","5250","44.26423","-119.02162","171200020102	",,"3-14-2024, 12:19 PM MDT"
"Starvation Mountain","19A22	","Washington","Snow Course/Aerial Marker","Okanogan","6740","48.5278","-119.94219","170200062001	",,"3-14-2024, 12:19 PM MDT"
"Starvation Reservoir","09UT02JJ	","Utah","Reservoir","Duchesne","5712","40.19048","-110.44801","140600040806	",,"3-14-2024, 12:19 PM MDT"
"State Lakes","STL	","California","Cooperator Snow Sensors","Fresno","10300","36.927","-118.574","180300100305	",,"3-14-2024, 12:19 PM MDT"
"State Line","09S08	","New Mexico","Snow Course/Aerial Marker","Catron","8000","33.8","-109.05","150400040502	",,"3-14-2024, 12:19 PM MDT"
"State Line","11F01	","Idaho","Snow Course/Aerial Marker","Teton","6660","43.54248","-111.04602","170402040103	",,"3-14-2024, 12:19 PM MDT"
"State Line","1258	","California","SNOTEL","Modoc","5680","41.98609","-120.71574","180102040201	",,"3-14-2024, 12:19 PM MDT"
"State Line AM","993	","California","SNOLITE","Modoc","5680","41.9869","-120.7151","180102040201	",,"3-14-2024, 12:19 PM MDT"
"State Line Am (Ca)","20H01	","California","Snow Course/Aerial Marker","Modoc","5690","41.98687","-120.71513","180102040201	",,"3-14-2024, 12:19 PM MDT"
"Stateline Reservoir","09219600	","Utah","Reservoir","Summit","9200","40.98822","-110.38626","140401070202	",,"3-14-2024, 12:19 PM MDT"
"Statum Meadow","SMD	","California","Snow Course/Aerial Marker","Fresno","8300","36.943","-118.913","180300100605	",,"3-14-2024, 12:19 PM MDT"
"Steamboat Ck at Steamboat","10349300	","Nevada","Streamflow","Washoe","4600","39.37713","-119.74366","160501020304	",,"3-14-2024, 12:19 PM MDT"
"Steamboat Springs","7936	","Colorado","ACIS","Routt","6840","40.48333","-106.83333","140500010409	",,"3-14-2024, 12:19 PM MDT"
"Steel Creek Park","790	","Utah","SNOTEL","Summit","10158","40.90862","-110.50462","140401070203	",,"3-14-2024, 12:19 PM MDT"
"Stehekin 3 NW","8059	","Washington","ACIS","Chelan","1270","48.35","-120.71666","170200090114	",,"3-14-2024, 12:19 PM MDT"
"Stehekin R at Stehekin","12451000	","Washington","Streamflow","Chelan","1099","48.32958","-120.69177","170200090114	",,"3-14-2024, 12:19 PM MDT"
"Steinaker Reservoir","09271300	","Utah","Reservoir","Uintah","5520","40.50711","-109.53125","140600100901	",,"3-14-2024, 12:19 PM MDT"
"Stemple Pass","12C01	","Montana","Snow Course/Aerial Marker","Lewis And Clark","6600","46.89093","-112.49857","100301011804	",,"3-14-2024, 12:19 PM MDT"
"Step Mountain","41Q02	","Alaska","Snow Course/Aerial Marker","Southeast Fairbanks","2850","65.4562","-141.56133","190705060907	",,"3-14-2024, 12:19 PM MDT"
"Stephenville","2203	","Texas","SCAN","Erath","1311","32.24535","-98.19563","120602040103	",,"3-14-2024, 12:19 PM MDT"
"Steptoe Ck nr Ely","10244950	","Nevada","Streamflow","White Pine","7440","39.20154","-114.68916","160600081101	",,"3-14-2024, 12:19 PM MDT"
"Stevens Pass","791	","Washington","SNOTEL","King","3950","47.74607","-121.09288","171100090102	",,"3-14-2024, 12:19 PM MDT"
"Stevens Village Local","15356001	","Alaska","Streamflow","Yukon-Koyukuk","230","65.86666","-149.71666","190804040504	",,"3-14-2024, 12:19 PM MDT"
"Stevensville","7894	","Montana","ACIS","Ravalli","3380","46.51666","-114.1","170102051305	",,"3-14-2024, 12:19 PM MDT"
"Stickney Mill","792	","Idaho","SNOTEL","Custer","7430","43.86117","-114.20902","170402180303	",,"3-14-2024, 12:19 PM MDT"
"Stillwater Creek","793	","Colorado","SNOTEL","Grand","8880","40.22532","-105.9198","140100010306	",,"3-14-2024, 12:19 PM MDT"
"Stillwater R nr Absarokee","06205000	","Montana","Streamflow","Stillwater","3874","45.55105","-109.38739","100700050605	",,"3-14-2024, 12:19 PM MDT"
"Stillwater Tunnel","09277700	","Utah","Streamflow","Duchesne","8294","40.56183","-110.70433","140600030305	",,"3-14-2024, 12:19 PM MDT"
"Storm Lake","13C07	","Montana","Snow Course/Aerial Marker","Deer Lodge","7780","46.08835","-113.2681","170102020101	",,"3-14-2024, 12:19 PM MDT"
"Story","8626	","Wyoming","ACIS","Sheridan","5080","44.56666","-106.9","100902060302	",,"3-14-2024, 12:19 PM MDT"
"Stouts Meadow","STM	","California","Cooperator Snow Sensors","Shasta","5400","41.17","-121.938","180200040208	",,"3-14-2024, 12:19 PM MDT"
"Stouts Meadow","STM	","California","Snow Course/Aerial Marker","Shasta","5400","41.17","-121.938","180200040208	",,"3-14-2024, 12:19 PM MDT"
"Strawberry","794	","Oregon","SNOTEL","Lake","5770","42.12587","-120.8361","180102040501	",,"3-14-2024, 12:19 PM MDT"
"Strawberry Aqueduct","09282399	","Utah","Streamflow","Wasatch","7587","40.21087","-111.10857","140600040105	",,"3-14-2024, 12:19 PM MDT"
"Strawberry Ck nr Prairie City","14037500	","Oregon","Streamflow","Grant","4910","44.34155","-118.65661","170702010601	",,"3-14-2024, 12:19 PM MDT"
"Strawberry Creek","11G09	","Idaho","Snow Course/Aerial Marker","Franklin","5830","42.31023","-111.66895","160102020401	",,"3-14-2024, 12:19 PM MDT"
"Strawberry Divide","795	","Utah","SNOTEL","Wasatch","8123","40.16483","-111.20665","140600040103	",,"3-14-2024, 12:19 PM MDT"
"Strawberry R nr Duchesne","09288180	","Utah","Streamflow","Duchesne","5722","40.15468","-110.55488","140600040805	",,"3-14-2024, 12:19 PM MDT"
"Strawberry R nr Soldier Springs","09285000	","Utah","Streamflow","Wasatch","7360","40.13329","-111.02489","140600040106	",,"3-14-2024, 12:19 PM MDT"
"Strawberry Reef","1088	","Alaska","Other NRCS Hydromet","Valdez-Cordova","30","60.2308","-144.861","190201041704	",,"3-14-2024, 12:19 PM MDT"
"Strawberry Reservoir","09282500	","Utah","Reservoir","Wasatch","7600","40.13728","-111.02699","140600040106	",,"3-14-2024, 12:19 PM MDT"
"Strawberry Tunnel Outlet","09282000	","Utah","Streamflow","Wasatch","7587","40.1796","-111.1979","140600040103	",,"3-14-2024, 12:19 PM MDT"
"Stringer Creek","1009	","Montana","SNOTEL","Meagher","6550","46.9269","-110.90198","100301030801	",,"3-14-2024, 12:19 PM MDT"
"Stryker Basin","1311	","Montana","SNOTEL","Flathead","6194","48.68005","-114.66365","170102100501	",,"3-14-2024, 12:19 PM MDT"
"Stryker Basin","14A17	","Montana","Snow Course/Aerial Marker","Flathead","6180","48.68005","-114.66365","170102100501	",,"3-14-2024, 12:19 PM MDT"
"Stuart Mountain","901	","Montana","SNOTEL","Missoula","7400","46.99523","-113.92664","170102040102	",,"3-14-2024, 12:19 PM MDT"
"Stubblefield","2219	","California","SCAN","San Luis Obispo","2995","34.97018","-119.47831","180600030101	",,"3-14-2024, 12:19 PM MDT"
"Stump Lakes","797	","Colorado","SNOTEL","La Plata","11248","37.47647","-107.63348","140801040702	",,"3-14-2024, 12:19 PM MDT"
"Sublett","12G08	","Idaho","Snow Course/Aerial Marker","Power","5942","42.38005","-112.96432","170402100701	",,"3-14-2024, 12:19 PM MDT"
"Succor Creek AM","16F06	","Idaho","Snow Course/Aerial Marker","Owyhee","6310","43.11658","-116.87715","170501080601	",,"3-14-2024, 12:19 PM MDT"
"Sucker Ck nr Holland","14375100	","Oregon","Streamflow","Josephine","1714","42.15","-123.46667","171003110204	",,"3-14-2024, 12:19 PM MDT"
"Sucker Creek","798	","Wyoming","SNOTEL","Sheridan","8880","44.7225","-107.40033","100901010203	",,"3-14-2024, 12:19 PM MDT"
"Sudduth Farms","2179	","Alabama","SCAN","Winston","772","34.17973","-87.45618","031601100303	",,"3-14-2024, 12:19 PM MDT"
"Sugarloaf Mountain","46M04	","Alaska","Snow Course/Aerial Marker","Valdez-Cordova","550","61.08035","-146.30207","190202011101	",,"3-14-2024, 12:19 PM MDT"
"Sugarloaf Mtn","1095	","Alaska","SNOTEL","Valdez-Cordova","550","61.081","-146.2995","190202011101	",,"3-14-2024, 12:19 PM MDT"
"Sugarloaf Reservoir","8064	","Colorado","ACIS","Lake","9740","39.25","-106.36666","110200010206	",,"3-14-2024, 12:19 PM MDT"
"Sullivan Mine","2C04	","British Columbia","Snow Course/Aerial Marker","	","5085","49.72861","-116.01695","170101080000	",,"3-14-2024, 12:19 PM MDT"
"Sultan River blw Diversion","12137800	","Washington","Streamflow","Snohomish","600","47.95","-121.78333","171100090503	",,"3-14-2024, 12:19 PM MDT"
"Sum Major Divs Falls Riv Ashton-Chester","13049501	","Idaho","Streamflow","Fremont","5100","44.0106","-111.34","170402030302	",,"3-14-2024, 12:19 PM MDT"
"Sum Of Divs Falls River ab Ashton Gage","13047602	","Idaho","Streamflow","Fremont","5400","44.0322","-111.2131","170402030302	",,"3-14-2024, 12:19 PM MDT"
"Sum Of Major Divs Ashton To St Anthony","13055002	","Idaho","Streamflow","Fremont","5000","43.9","-111.58333","170402040503	",,"3-14-2024, 12:19 PM MDT"
"Sum Of Major Divs St Anthony To Rexburg","13056502	","Idaho","Streamflow","Fremont","4900","44","-111.66667","170402030504	",,"3-14-2024, 12:19 PM MDT"
"Sum Pump Divs Teton Rivs Leigh Ck-St A","13054999	","Idaho","Streamflow","Teton","5000","43.92722","-111.365","170402040501	",,"3-14-2024, 12:19 PM MDT"
"Sumallo River West","3D01C	","British Columbia","Snow Course/Aerial Marker","	","2592","49.25417","-121.23722","171100050101	",,"3-14-2024, 12:19 PM MDT"
"Summer Lake 1 S","8173	","Oregon","ACIS","Lake","4190","42.95","-120.78333","171200051403	",,"3-14-2024, 12:19 PM MDT"
"Summer Rim","800	","Oregon","SNOTEL","Lake","7080","42.6957","-120.80158","180102020103	",,"3-14-2024, 12:19 PM MDT"
"Summerland","7800	","British Columbia","ACIS","	","1491","49.56667","-119.65","170200060911	",,"3-14-2024, 12:19 PM MDT"
"Summerland Reservoir","2F02	","British Columbia","Snow Course/Aerial Marker","	","4199","49.81333","-120","170200060902	",,"3-14-2024, 12:19 PM MDT"
"Summit","37L03	","Yukon","Snow Course/Aerial Marker","	","985","60.86667","-137.63333","19010401	",,"3-14-2024, 12:19 PM MDT"
"Summit Creek","955	","Alaska","SNOTEL","Kenai Peninsula","1400","60.61713","-149.53128","190203020401	",,"3-14-2024, 12:19 PM MDT"
"Summit Lake","801	","Oregon","SNOTEL","Klamath","5610","43.44907","-122.13808","170703020203	",,"3-14-2024, 12:19 PM MDT"
"Summit Lk","1194	","Nevada","SNOTEL","Humboldt","7615","41.48953","-118.99663","160402021301	",,"3-14-2024, 12:19 PM MDT"
"Summit Meadow","1052	","California","SNOTEL","Mono","9313","38.39747","-119.53522","160503020203	",,"3-14-2024, 12:19 PM MDT"
"Summit Ranch","802	","Colorado","SNOTEL","Summit","9371","39.71803","-106.1577","140100020502	",,"3-14-2024, 12:19 PM MDT"
"Summit Trail","18A13	","Washington","Snow Course/Aerial Marker","Ferry","3840","48.24519","-118.52576","170200011601	",,"3-14-2024, 12:19 PM MDT"
"Sun Pass","1078	","Oregon","SNOTEL","Klamath","5400","42.78637","-121.97715","180102010602	",,"3-14-2024, 12:19 PM MDT"
"Sun River 4 S","8021	","Montana","ACIS","Cascade","3600","47.48333","-111.73333","100301040707	",,"3-14-2024, 12:19 PM MDT"
"Sunbeam Lake","2A22	","British Columbia","Snow Course/Aerial Marker","	","6594","51.59306","-117.66084","170200190000	",,"3-14-2024, 12:19 PM MDT"
"Sundance","05K22	","Colorado","Snow Course/Aerial Marker","Park","11100","39.56667","-105.73333","101900020201	",,"3-14-2024, 12:19 PM MDT"
"Sundance","8705	","Wyoming","ACIS","Crook","4750","44.4","-104.38333","101202030301	",,"3-14-2024, 12:19 PM MDT"
"Sunflower Flat","1249	","Utah","SNOTEL","Garfield","10018","38.048","-111.33981","140700030406	",,"3-14-2024, 12:19 PM MDT"
"Sunnyside Meadow","SSM	","California","Snow Course/Aerial Marker","Sierra","6300","39.697","-120.78","180201250101	",,"3-14-2024, 12:19 PM MDT"
"Sunset","803	","Idaho","SNOTEL","Shoshone","5540","47.55545","-115.82422","170103020102	",,"3-14-2024, 12:19 PM MDT"
"Sunshine Village Pillow","15X03	","Alberta","Snow Course/Aerial Marker","	","7316","51.08333","-115.78333","	",,"3-14-2024, 12:19 PM MDT"
"Sunwapta Falls","17W01	","Alberta","Snow Course/Aerial Marker","	","4593","52.54333","-117.64806","	",,"3-14-2024, 12:19 PM MDT"
"Surface Ck at Cedaredge","09143500	","Colorado","Streamflow","Delta","6220","38.90165","-107.92118","140200050111	",,"3-14-2024, 12:19 PM MDT"
"Surplus Canal at Salt Lake City","10170500	","Utah","Streamflow","Salt Lake","4217","40.72756","-111.92736","160202040307	",,"3-14-2024, 12:19 PM MDT"
"Surprise Lakes","804	","Washington","SNOTEL","Skamania","4290","46.09497","-121.76345","170800020107	",,"3-14-2024, 12:19 PM MDT"
"Susanville Arpt","8702	","California","ACIS","Lassen","4150","40.38333","-120.56666","180800030704	",,"3-14-2024, 12:19 PM MDT"
"Susitna R at Gold Creek","15292000	","Alaska","Streamflow","Matanuska-Susitna","682","62.76778","-149.69111","190205012403	",,"3-14-2024, 12:19 PM MDT"
"Susitna River Near Denali AK","15291000	","Alaska","Streamflow","Matanuska-Susitna","2440","63.10389","-147.51583","190205010409	",,"3-14-2024, 12:19 PM MDT"
"Susitna Valley High","967	","Alaska","SNOTEL","Matanuska-Susitna","375","62.13333","-150.04167","190205050105	",,"3-14-2024, 12:19 PM MDT"
"Suu Ranch","1248	","Utah","SNOTEL","Iron","8050","37.59711","-112.92949","160300060306	",,"3-14-2024, 12:19 PM MDT"
"Swamp Creek","975	","Washington","SNOTEL","Skagit","3930","48.57142","-120.78267","171100050503	",,"3-14-2024, 12:19 PM MDT"
"Swampy John","SWJ	","California","Snow Course/Aerial Marker","Siskiyou","5500","41.397","-122.993","180102080205	",,"3-14-2024, 12:19 PM MDT"
"Swan Falls Power House","8928	","Idaho","ACIS","Ada","2320","43.25","-116.38333","170501030501	",,"3-14-2024, 12:19 PM MDT"
"Swan Lake Mtn","1077	","Oregon","SNOTEL","Klamath","6830","42.41323","-121.68002","180102040802	",,"3-14-2024, 12:19 PM MDT"
"Swan R nr Bigfork","12370000	","Montana","Streamflow","Lake","3063","48.0244","-113.97983","170102110402	",,"3-14-2024, 12:19 PM MDT"
"Swan Valley 2 E","8937	","Idaho","ACIS","Bonneville","5360","43.45","-111.3","170401040703	",,"3-14-2024, 12:19 PM MDT"
"Swede Peak","805	","Idaho","SNOTEL","Blaine","7640","43.626","-113.96887","170402210301	",,"3-14-2024, 12:19 PM MDT"
"Sweetwater","SWT	","California","Snow Course/Aerial Marker","Siskiyou","5850","41.382","-122.535","180102070407	",,"3-14-2024, 12:19 PM MDT"
"Sweetwater R nr Alcova","06639000	","Wyoming","Streamflow","Natrona","5890","42.48996","-107.13394","101800061008	",,"3-14-2024, 12:19 PM MDT"
"Swift Creek","1012	","Washington","SNOTEL","Skamania","4440","46.1638","-122.18402","170800020304	",,"3-14-2024, 12:19 PM MDT"
"Swift Res","06094000	","Montana","Reservoir","Pondera","4884","48.16294","-112.87232","100302010604	",,"3-14-2024, 12:19 PM MDT"
"Swift Reservoir Inflow","06094100	","Montana","Streamflow","Pondera","4790","48.16663","-112.87034","100302010604	",,"3-14-2024, 12:19 PM MDT"
"Swiftcurrent Ck at Many Glacier","05014500	","Montana","Streamflow","Glacier","4877","48.8","-113.65","090400010203	",,"3-14-2024, 12:19 PM MDT"
"Syar Tunnel Inlet","09282400	","Utah","Streamflow","Wasatch","7587","40.1796","-111.1979","140600040103	",,"3-14-2024, 12:19 PM MDT"
"Sybille Research Unit","8808	","Wyoming","ACIS","Albany","6100","41.76666","-105.38333","101800110103	",,"3-14-2024, 12:19 PM MDT"
"Sycan Flat AM","21G09	","Oregon","Snow Course/Aerial Marker","Lake","5580","42.85935","-121.00067","171200050205	",,"3-14-2024, 12:19 PM MDT"
"Sylvan Lake","806	","Wyoming","SNOTEL","Park","8420","44.47764","-110.15651","100700010404	",,"3-14-2024, 12:19 PM MDT"
"Sylvan Road","807	","Wyoming","SNOTEL","Park","7120","44.47825","-110.03808","100800120103	",,"3-14-2024, 12:19 PM MDT"
"T-Cross Ranch","09F03	","Wyoming","Snow Course/Aerial Marker","Fremont","7900","43.71417","-109.63667","100800010102	",,"3-14-2024, 12:19 PM MDT"
"TRAVERSE CITY CHERRY CPTL AP","8251	","Michigan","ACIS","Grand Traverse","618","44.7408","-85.5825","040601050706	",,"3-14-2024, 12:19 PM MDT"
"TV Ridge AM","1230	","Oregon","SNOLITE","Wallowa","7050","45.39608","-117.38919","170601050203	",,"3-14-2024, 12:19 PM MDT"
"Table Mountain","49S03	","Alaska","Snow Course/Aerial Marker","Yukon-Koyukuk","2200","67.96917","-149.7635","190901010101	",,"3-14-2024, 12:19 PM MDT"
"Table Mountain","808	","Montana","SCAN","Gallatin","4474","45.80272","-111.58655","100200071505	",,"3-14-2024, 12:19 PM MDT"
"Tabor Ditch","CO0029	","Colorado","Streamflow","Hinsdale","10939","37.9395","-107.1585","130100010203	",,"3-14-2024, 12:19 PM MDT"
"Tagish","34L02	","Yukon","Snow Course/Aerial Marker","	","3540","60.28333","-134.18333","190702	",,"3-14-2024, 12:19 PM MDT"
"Tahoe City - Stone, CA","875H	","California","ACIS","Placer","6230","39.167","-120.133","160501010500	",,"3-14-2024, 12:19 PM MDT"
"Tahoe City Cross","809	","California","SNOTEL","Placer","6797","39.17162","-120.15362","160501010101	",,"3-14-2024, 12:19 PM MDT"
"Tahtsa Lake","1B02P	","British Columbia","Cooperator Snow Sensors","	","4327","53.58333","-127.63333","	",,"3-14-2024, 12:19 PM MDT"
"Taiya R nr Skagway","15056210	","Alaska","Streamflow","Skagway","50","59.51194","-135.34444","190103030104	",,"3-14-2024, 12:19 PM MDT"
"Takka Wiiya","1247	","Utah","SNOTEL","Juab","9122","39.74104","-113.98262","160203060804	",,"3-14-2024, 12:19 PM MDT"
"Talbot Camp","TBC	","California","Snow Course/Aerial Marker","Placer","5750","39.193","-120.377","180201280302	",,"3-14-2024, 12:19 PM MDT"
"Talkeetna","50N02	","Alaska","Snow Course/Aerial Marker","Matanuska-Susitna","350","62.32167","-150.094","190205050305	",,"3-14-2024, 12:19 PM MDT"
"Talkeetna R nr Talkeetna","15292700	","Alaska","Streamflow","Matanuska-Susitna","400","62.34644","-150.0192","190205030610	",,"3-14-2024, 12:19 PM MDT"
"Talkeetna Wscmo AP","8976	","Alaska","ACIS","Matanuska-Susitna","340","62.3","-150.1","190205050305	",,"3-14-2024, 12:19 PM MDT"
"Tall Poles","12M15	","Utah","Snow Course/Aerial Marker","Iron","8656","37.72345","-112.84175","160300060201	",,"3-14-2024, 12:19 PM MDT"
"Tamarack Creek","TMK	","California","Snow Course/Aerial Marker","Fresno","7250","37.178","-119.205","180400060903	",,"3-14-2024, 12:19 PM MDT"
"Tamarack Flat","TMF	","California","Snow Course/Aerial Marker","El Dorado","6550","38.803","-120.103","180201290301	",,"3-14-2024, 12:19 PM MDT"
"Tamarack Summit","TMR	","California","Cooperator Snow Sensors","Fresno","7550","37.165","-119.2","180400060903	",,"3-14-2024, 12:19 PM MDT"
"Tanana FAA Airport","9014	","Alaska","ACIS","Yukon-Koyukuk","230","65.16666","-152.1","190902040105	",,"3-14-2024, 12:19 PM MDT"
"Tanana R at Fairbanks","15485500	","Alaska","Streamflow","Fairbanks North Star","400","64.79234","-147.84131","190803071306	",,"3-14-2024, 12:19 PM MDT"
"Tanana R at Nenana","15515500	","Alaska","Streamflow","Yukon-Koyukuk","339","64.56481","-149.09406","190803072206	",,"3-14-2024, 12:19 PM MDT"
"Tangent","21F03	","Oregon","Snow Course/Aerial Marker","Deschutes","5470","43.98513","-121.53868","170703010403	",,"3-14-2024, 12:19 PM MDT"
"Taos Canyon","05N02	","New Mexico","Snow Course/Aerial Marker","Taos","9100","36.41168","-105.33345","130201010601	",,"3-14-2024, 12:19 PM MDT"
"Taos Powderhorn","05N14	","New Mexico","Snow Course/Aerial Marker","Taos","11250","36.58203","-105.45611","130201010701	",,"3-14-2024, 12:19 PM MDT"
"Taos Powderhorn","1168	","New Mexico","SNOTEL","Taos","11045","36.58195","-105.45617","130201010701	",,"3-14-2024, 12:19 PM MDT"
"Taos Pueblo","1307	","New Mexico","SNOTEL","Colfax","11020","36.54099","-105.35944","130201010602	",,"3-14-2024, 12:19 PM MDT"
"Tarbell Ditch nr Cochetopa Pass","CO0030	","Colorado","Streamflow","Saguache","10868","37.9925","-106.7939","140200030501	",,"3-14-2024, 12:19 PM MDT"
"Tatitlek","1076	","Alaska","Other NRCS Hydromet","Valdez-Cordova","50","60.86107","-146.677","190202011202	",,"3-14-2024, 12:19 PM MDT"
