"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created"
"Taylor - Almont","09110000	","Colorado","Streamflow","Gunnison","8011","38.65","-106.83333","140200020107	",,"3-14-2024, 12:19 PM MDT"
"Taylor Butte","810	","Oregon","SNOTEL","Klamath","5030","42.69108","-121.42592","180102020606	",,"3-14-2024, 12:19 PM MDT"
"Taylor Canyon","811	","Nevada","SNOTEL","Elko","6325","41.2287","-116.0293","170501050105	",,"3-14-2024, 12:19 PM MDT"
"Taylor Ck nr Selleck","12117000	","Washington","Streamflow","King","940","47.38649","-121.84622","171100120104	",,"3-14-2024, 12:19 PM MDT"
"Taylor Green","812	","Oregon","SNOTEL","Baker","5740","45.07707","-117.55067","170601040502	",,"3-14-2024, 12:19 PM MDT"
"Taylor Park","8184	","Colorado","ACIS","Gunnison","9200","38.81666","-106.61666","140200010113	",,"3-14-2024, 12:19 PM MDT"
"Taylor Park Reservoir","09009120	","Colorado","Reservoir","Gunnison","9350","38.81868","-106.60511","140200010107	",,"3-14-2024, 12:19 PM MDT"
"Taylor R bl Taylor Park Reservoir","09109209	","Colorado","Streamflow","Gunnison","9170","38.81833","-106.6092","140200010113	",,"3-14-2024, 12:19 PM MDT"
"Taylor Road","09A07	","Montana","Snow Course/Aerial Marker","Hill","4080","48.26205","-109.7016","100500050303	",,"3-14-2024, 12:19 PM MDT"
"Tazlina","45N03	","Alaska","Snow Course/Aerial Marker","Valdez-Cordova","1250","62.04248","-145.4279","190201021608	",,"3-14-2024, 12:19 PM MDT"
"Teanaway R bl Forks nr Cle Elum","12480000	","Washington","Streamflow","Kittitas","2160","47.24651","-120.86119","170300010205	",,"3-14-2024, 12:19 PM MDT"
"Tebay Lake","44M02	","Alaska","Snow Course/Aerial Marker","Valdez-Cordova","1930","61.18142","-144.338","190201032101	",,"3-14-2024, 12:19 PM MDT"
"Telaquana Lake","1266	","Alaska","SNOTEL","Bethel","1275","60.98243","-153.91772","190304052303	",,"3-14-2024, 12:19 PM MDT"
"Telaquana Lake","53L01	","Alaska","Snow Course/Aerial Marker","Bethel","1550","60.98333","-153.91667","190304052303	",,"3-14-2024, 12:19 PM MDT"
"Telfer Ranch","13F06	","Idaho","Snow Course/Aerial Marker","Blaine","5820","43.52368","-113.77327","170402210401	",,"3-14-2024, 12:19 PM MDT"
"Telluride","07M02	","Colorado","Snow Course/Aerial Marker","San Miguel","8800","37.93333","-107.8","140300030106	",,"3-14-2024, 12:19 PM MDT"
"Telluride","8204	","Colorado","ACIS","San Miguel","8800","37.93333","-107.81666","140300030106	",,"3-14-2024, 12:19 PM MDT"
"Temple Fork","1013	","Utah","SNOTEL","Cache","7406","41.793","-111.54605","160102030303	",,"3-14-2024, 12:19 PM MDT"
"Ten Mile Lower","12C02	","Montana","Snow Course/Aerial Marker","Lewis And Clark","6600","46.45542","-112.28783","100301011401	",,"3-14-2024, 12:19 PM MDT"
"Ten Mile Middle","12C03	","Montana","Snow Course/Aerial Marker","Lewis And Clark","6800","46.43643","-112.29167","100301011401	",,"3-14-2024, 12:19 PM MDT"
"Ten Sleep 16 SSE","8858	","Wyoming","ACIS","Washakie","4680","43.81666","-107.36666","100800080206	",,"3-14-2024, 12:19 PM MDT"
"Ten Sleep 4 NE","8852	","Wyoming","ACIS","Washakie","4800","44.06666","-107.41666","100800080306	",,"3-14-2024, 12:19 PM MDT"
"Tenaya Lake","TNY	","California","Cooperator Snow Sensors","Mariposa","8150","37.838","-119.448","180400080107	",,"3-14-2024, 12:19 PM MDT"
"Tenaya Lake","TNY	","California","Snow Course/Aerial Marker","Mariposa","8150","37.838","-119.448","180400080107	",,"3-14-2024, 12:19 PM MDT"
"Tenmile Ck nr Rimini","06062500	","Montana","Streamflow","Lewis And Clark","4850","46.51667","-112.25","100301011401	",,"3-14-2024, 12:19 PM MDT"
"Tennessee Pass #2","06K25	","Colorado","Snow Course/Aerial Marker","Lake","10280","39.35","-106.35","110200010201	",,"3-14-2024, 12:19 PM MDT"
"Tenquille Lake","1D06P	","British Columbia","Cooperator Snow Sensors","	","5476","50.53333","-122.91667","	",,"3-14-2024, 12:19 PM MDT"
"Tent Mtn Lower","1202	","Nevada","SNOTEL","Elko","7100","40.97852","-115.17215","160401010704	",,"3-14-2024, 12:19 PM MDT"
"Tent Mtn Upper","1201	","Nevada","SNOLITE","Elko","8333","40.96535","-115.16458","160401010704	",,"3-14-2024, 12:19 PM MDT"
"Tent Mtn., Lower - Aerial Marker","15J22	","Nevada","Snow Course/Aerial Marker","Elko","7100","40.97852","-115.17215","160401010704	",,"3-14-2024, 12:19 PM MDT"
"Tent Mtn., Upper- Aerial Marker","15J23	","Nevada","Snow Course/Aerial Marker","Elko","8333","40.96535","-115.16458","160401010704	",,"3-14-2024, 12:19 PM MDT"
"Tent Ridge","15Y24	","Alberta","Snow Course/Aerial Marker","	","6644","50.85","-115.36667","	",,"3-14-2024, 12:19 PM MDT"
"Tepee Creek","813	","Montana","SNOTEL","Madison","8000","44.78562","-111.71","100200070602	",,"3-14-2024, 12:19 PM MDT"
"Terrace Reservoir","08008160	","Colorado","Reservoir","Conejos","8550","37.35801","-106.28595","130100020305	",,"3-14-2024, 12:19 PM MDT"
"Terror River at Mouth nr Kodiak","15295700	","Alaska","Streamflow","Kodiak Island","30","57.69472","-153.16167","190207010301	",,"3-14-2024, 12:19 PM MDT"
"Terry Reservoir","06016290	","Colorado","Reservoir","Boulder","5100","40.22853","-105.1235","101900050703	",,"3-14-2024, 12:19 PM MDT"
"Tesuque Ck ab Diversions","08302500	","New Mexico","Streamflow","Santa Fe","7220","35.74","-105.89833","130201011202	",,"3-14-2024, 12:19 PM MDT"
"Teton Pass W.s.","10F24	","Wyoming","Snow Course/Aerial Marker","Teton","7740","43.50152","-110.96705","170402040103	",,"3-14-2024, 12:19 PM MDT"
"Teton R bl South Fork nr Choteau MT","06102500	","Montana","Streamflow","Teton","4780","47.88308","-112.61198","100302050105	",,"3-14-2024, 12:19 PM MDT"
"Teton R nr Driggs","13052200	","Idaho","Streamflow","Teton","5953","43.78194","-111.20917","170402040404	",,"3-14-2024, 12:19 PM MDT"
"Teton R nr Dutton","06108000	","Montana","Streamflow","Teton","3235","47.93024","-111.55276","100302050905	",,"3-14-2024, 12:19 PM MDT"
"Teton R nr St Anthony","13055000	","Idaho","Streamflow","Fremont","4880","43.92722","-111.61389","170402040801	",,"3-14-2024, 12:19 PM MDT"
"Teton Reservoir","13504800	","Idaho","Reservoir","Madison","5302","43.90917","-111.53778","170402040503	",,"3-14-2024, 12:19 PM MDT"
"Tetonia Experiment Stn","9065	","Idaho","ACIS","Teton","6170","43.85","-111.26666","170402040407	",,"3-14-2024, 12:19 PM MDT"
"Teuchet Creek","45P03	","Alaska","Snow Course/Aerial Marker","Fairbanks North Star","1640","64.9469","-145.52047","190803060301	",,"3-14-2024, 12:19 PM MDT"
"Teuchet Creek","951	","Alaska","SNOTEL","Fairbanks North Star","1640","64.94583","-145.51667","190803060301	",,"3-14-2024, 12:19 PM MDT"
"Thaynes Canyon","814	","Utah","SNOTEL","Summit","9230","40.6235","-111.53322","160201020101	",,"3-14-2024, 12:19 PM MDT"
"The Dalles","358407	","Oregon","ACIS","Wasco","150","45.6069","-121.2047","170701050406	",,"3-14-2024, 12:19 PM MDT"
"Thermopolis","8875	","Wyoming","ACIS","Hot Springs","4310","43.65","-108.2","100800070309	",,"3-14-2024, 12:19 PM MDT"
"Thermopolis 9 NE","8884	","Wyoming","ACIS","Hot Springs","4290","43.75","-108.13333","100800071102	",,"3-14-2024, 12:19 PM MDT"
"Thief Valley","13285000	","Oregon","Reservoir","Union","3143","45.013","-117.7806","170502030606	",,"3-14-2024, 12:19 PM MDT"
"Thirty Mile","50R02	","Alaska","Snow Course/Aerial Marker","Yukon-Koyukuk","1350","66.2155","-150.25267","190804040202	",,"3-14-2024, 12:19 PM MDT"
"Thistle Flat","11K35	","Utah","Snow Course/Aerial Marker","Sanpete","8858","39.2377","-111.51967","160300040501	",,"3-14-2024, 12:19 PM MDT"
"Thistle Flat","1226	","Utah","SNOTEL","Sanpete","8787","39.23803","-111.51998","160300040501	",,"3-14-2024, 12:19 PM MDT"
"Thompson Creek","17B05	","Washington","Snow Course/Aerial Marker","Spokane","2500","47.84135","-117.08885","170103050305	",,"3-14-2024, 12:19 PM MDT"
"Thompson Falls Power Ho","8211	","Montana","ACIS","Sanders","2380","47.6","-115.36666","170102130902	",,"3-14-2024, 12:19 PM MDT"
"Thompson Falls Res","12390000	","Montana","Reservoir","Sanders","2380","47.59143","-115.35036","170102130514	",,"3-14-2024, 12:19 PM MDT"
"Thompson nr Tompson Falls","12389500	","Montana","Streamflow","Sanders","2430","47.59188","-115.22959","170102130407	",,"3-14-2024, 12:19 PM MDT"
"Thoreau","2233	","New Mexico","SCAN","Mckinley","7065","35.40455","-108.1783","130202070101	",,"3-14-2024, 12:19 PM MDT"
"Thorson Cabin #2","17E06	","Idaho","Snow Course/Aerial Marker","Washington","5125","44.56427","-117.00693","170501241001	",,"3-14-2024, 12:19 PM MDT"
"Thousand Lakes","THL	","California","Snow Course/Aerial Marker","Shasta","6500","40.71","-121.577","180200030707	",,"3-14-2024, 12:19 PM MDT"
"Three Creeks Meadow","815	","Oregon","SNOTEL","Deschutes","5690","44.14425","-121.64095","170703010601	",,"3-14-2024, 12:19 PM MDT"
"Three Fingers","43P03	","Alaska","Snow Course/Aerial Marker","Southeast Fairbanks","3350","64.53577","-143.15283","190705061102	",,"3-14-2024, 12:19 PM MDT"
"Three Isle Lake Pillow","15Y03	","Alberta","Snow Course/Aerial Marker","	","7087","50.63139","-115.27944","	",,"3-14-2024, 12:19 PM MDT"
"Three Lakes","3LK	","California","Snow Course/Aerial Marker","Plumas","6250","39.973","-121.213","180201210603	",,"3-14-2024, 12:19 PM MDT"
"Three Lynx","8466	","Oregon","ACIS","Clackamas","1120","45.11666","-122.06666","170900110401	",,"3-14-2024, 12:19 PM MDT"
"Thumb Divide","10E07	","Wyoming","Snow Course/Aerial Marker","Teton","7980","44.36888","-110.57825","100700010409	",,"3-14-2024, 12:19 PM MDT"
"Thumb Divide","816	","Wyoming","SNOTEL","Teton","7980","44.36917","-110.57717","100700010409	",,"3-14-2024, 12:19 PM MDT"
"Thunder Basin","20A07	","Washington","Snow Course/Aerial Marker","Skagit","4320","48.524","-120.989","171100050702	",,"3-14-2024, 12:19 PM MDT"
"Thunder Basin","817	","Washington","SNOTEL","Skagit","4320","48.52753","-120.9895","171100050702	",,"3-14-2024, 12:19 PM MDT"
"Thunder Ck nr Newhalem","12175500	","Washington","Streamflow","Whatcom","1220","48.67263","-121.0729","171100050703	",,"3-14-2024, 12:19 PM MDT"
"Thunder Creek","2C17	","British Columbia","Snow Course/Aerial Marker","	","6594","50.03389","-115.23722","170101010101	",,"3-14-2024, 12:19 PM MDT"
"Tidewater #1","2008	","North Carolina","SCAN","Washington","20","35.86667","-76.65","030102050103	",,"3-14-2024, 12:19 PM MDT"
"Tie Creek","818	","Wyoming","SNOTEL","Sheridan","6870","44.81243","-107.41017","100901010205	",,"3-14-2024, 12:19 PM MDT"
"Timber Creek","819	","Wyoming","SNOTEL","Park","7950","44.0274","-109.17879","100800090210	",,"3-14-2024, 12:19 PM MDT"
"Timberline","1097	","Utah","SNOTEL","Carbon","8736","39.67712","-110.43395","140600070903	",,"3-14-2024, 12:19 PM MDT"
"Timberline Creek","09D04	","Montana","Snow Course/Aerial Marker","Carbon","8850","45.14533","-109.47802","100700060903	",,"3-14-2024, 12:19 PM MDT"
"Timothy Lake","14208600	","Oregon","Reservoir","Clackamas","3175","45.11436","-121.80567","170900110302	",,"3-14-2024, 12:19 PM MDT"
"Timpanogos Divide","820	","Utah","SNOTEL","Utah","8140","40.42817","-111.61633","160202010802	",,"3-14-2024, 12:19 PM MDT"
"Tincan","49L24	","Alaska","Snow Course/Aerial Marker","Kenai Peninsula","3370","60.74677","-149.12748","190203020406	",,"3-14-2024, 12:19 PM MDT"
"Tinkham Creek","899	","Washington","SNOTEL","King","2990","47.33198","-121.46975","171100120101	",,"3-14-2024, 12:19 PM MDT"
"Tioga Pass","19M01	","California","Snow Course/Aerial Marker","Mono","9800","37.917","-119.253","180901010401	",,"3-14-2024, 12:19 PM MDT"
"Tioga Pass Entry Station","TES	","California","Cooperator Snow Sensors","Tuolumne","9945","37.911","-119.257","180901010401	",,"3-14-2024, 12:19 PM MDT"
"Tipton","821	","Oregon","SNOTEL","Baker","5150","44.65567","-118.42617","170502020101	",,"3-14-2024, 12:19 PM MDT"
"Tizer Basin","893	","Montana","SNOTEL","Jefferson","6880","46.34937","-111.85308","100301010701	",,"3-14-2024, 12:19 PM MDT"
"Tnc Fort Bayou","2082	","Mississippi","SCAN","Jackson","43","30.4712","-88.74162","031700090604	",,"3-14-2024, 12:19 PM MDT"
"Toats Coulee","19A06	","Washington","Snow Course/Aerial Marker","Okanogan","2845","48.85","-119.73333","170200071804	",,"3-14-2024, 12:19 PM MDT"
"Toats Coulee Creek nr Loomis, WA","12442000	","Washington","Streamflow","Okanogan","1880","48.83333","-119.7","170200071804	",,"3-14-2024, 12:19 PM MDT"
"Tobacco R at Eureka","12301250	","Montana","Streamflow","Lincoln","2555","48.87795","-115.05446","170101010806	",,"3-14-2024, 12:19 PM MDT"
"Tobacco R nr Eureka","12301300	","Montana","Streamflow","Lincoln","2519","48.89358","-115.08795","170101010806	",,"3-14-2024, 12:19 PM MDT"
"Toe Jam","1136	","Nevada","SNOTEL","Elko","7690","41.3187","-116.3408","160401060202	",,"3-14-2024, 12:19 PM MDT"
"Togo","18A10	","Washington","Snow Course/Aerial Marker","Stevens","3370","48.04376","-118.07636","170200011702	",,"3-14-2024, 12:19 PM MDT"
"Togwotee Pass","10F09	","Wyoming","Snow Course/Aerial Marker","Teton","9580","43.74902","-110.0578","100800010201	",,"3-14-2024, 12:19 PM MDT"
"Togwotee Pass","822	","Wyoming","SNOTEL","Teton","9580","43.74902","-110.0578","100800010201	",,"3-14-2024, 12:19 PM MDT"
"Tok","2080	","Alaska","SNOTEL","Southeast Fairbanks","1630","63.3532","-142.98164","190803020903	",,"3-14-2024, 12:19 PM MDT"
"Tok Junction","43O01	","Alaska","Snow Course/Aerial Marker","Southeast Fairbanks","1650","63.30067","-143.008","190803020903	",,"3-14-2024, 12:19 PM MDT"
"Toketee Airstrip","1044	","Oregon","SNOTEL","Douglas","3240","43.22718","-122.42537","171003010404	",,"3-14-2024, 12:19 PM MDT"
"Toketee Falls","8536	","Oregon","ACIS","Douglas","2060","43.28333","-122.45","171003010505	",,"3-14-2024, 12:19 PM MDT"
"Tokositna Valley","1089	","Alaska","SNOTEL","Matanuska-Susitna","850","62.63","-150.77617","190205020903	",,"3-14-2024, 12:19 PM MDT"
"Tokositna Valley","50N05	","Alaska","Snow Course/Aerial Marker","Matanuska-Susitna","850","62.63032","-150.77162","190205020903	",,"3-14-2024, 12:19 PM MDT"
"Tolby","934	","New Mexico","SNOTEL","Colfax","10220","36.47498","-105.19534","110800020107	",,"3-14-2024, 12:19 PM MDT"
"Tollgate","15F20	","Idaho","Snow Course/Aerial Marker","Elmore","4541","43.265","-115.59167","170501011001	",,"3-14-2024, 12:19 PM MDT"
"Tolsona Creek","46N04	","Alaska","Snow Course/Aerial Marker","Valdez-Cordova","2000","62.1","-146.05","190201021405	",,"3-14-2024, 12:19 PM MDT"
"Tolt South Fork Reser","8508	","Washington","ACIS","King","2000","47.7","-121.68333","171100100503	",,"3-14-2024, 12:19 PM MDT"
"Tomichi Ck at Gunnison","09119000	","Colorado","Streamflow","Gunnison","7629","38.52111","-106.94096","140200030605	",,"3-14-2024, 12:19 PM MDT"
"Tomichi Ck at Sargents","09115500	","Colorado","Streamflow","Saguache","8416","38.39503","-106.42263","140200030105	",,"3-14-2024, 12:19 PM MDT"
"Tongue R at Dam nr Decker","06307500	","Montana","Streamflow","Big Horn","3344","45.13333","-106.76667","100901010802	",,"3-14-2024, 12:19 PM MDT"
"Tongue R at State Line nr Decker","06306300	","Montana","Streamflow","Big Horn","3429","45.00886","-106.83618","100901010407	",,"3-14-2024, 12:19 PM MDT"
"Tongue R nr Dayton","06298000	","Wyoming","Streamflow","Sheridan","4060","44.84941","-107.30453","100901010207	",,"3-14-2024, 12:19 PM MDT"
"Tongue River Res","06307000	","Montana","Reservoir","Big Horn","3424","45.13183","-106.7695","100901010504	",,"3-14-2024, 12:19 PM MDT"
"Tonopah AP","8170	","Nevada","ACIS","Nye","5430","38.06666","-117.08333","160600111002	",,"3-14-2024, 12:19 PM MDT"
"Tonto Ck ab Gun Ck nr Roosevelt","09499000	","Arizona","Streamflow","Gila","2523","33.98004","-111.30347","150601050311	",,"3-14-2024, 12:19 PM MDT"
"Tony Grove Lake","823	","Utah","SNOTEL","Cache","8474","41.89833","-111.62957","160102030304	",,"3-14-2024, 12:19 PM MDT"
"Tony Grove RS","1113	","Utah","SNOTEL","Cache","6332","41.88573","-111.56918","160102030304	",,"3-14-2024, 12:19 PM MDT"
"Tony Grove Ranger Station","11H03	","Utah","Snow Course/Aerial Marker","Cache","6250","41.88467","-111.56882","160102030304	",,"3-14-2024, 12:19 PM MDT"
"Topaz Lk nr Topaz","10297000	","Nevada","Reservoir","Douglas","4900","38.69237","-119.51612","160503020206	",,"3-14-2024, 12:19 PM MDT"
"Torrington #1","2018	","Wyoming","SCAN","Goshen","4280","42.06667","-104.13333","101800090503	",,"3-14-2024, 12:19 PM MDT"
"Touchet","824	","Washington","SNOTEL","Columbia","5530","46.11868","-117.8505","170701020303	",,"3-14-2024, 12:19 PM MDT"
"Tower","825	","Colorado","SNOTEL","Routt","10620","40.5374","-106.67655","140500010407	",,"3-14-2024, 12:19 PM MDT"
"Tower Falls","9025	","Wyoming","ACIS","Park","6270","44.91666","-110.41666","100700010805	",,"3-14-2024, 12:19 PM MDT"
"Town Of Mancos Ditch","CO0031	","Colorado","Streamflow","Montezuma","7443","37.3745","-108.2564","140801070102	",,"3-14-2024, 12:19 PM MDT"
"Townsend","8324	","Montana","ACIS","Broadwater","3840","46.31666","-111.51666","100301010906	",,"3-14-2024, 12:19 PM MDT"
"Townsend Creek","826	","Wyoming","SNOTEL","Fremont","8700","42.69525","-108.89572","100800030203	",,"3-14-2024, 12:19 PM MDT"
"Tragedy Creek","TRG	","California","Snow Course/Aerial Marker","Amador","8150","38.63","-120.145","180400120401	",,"3-14-2024, 12:19 PM MDT"
"Trailhead","TRL	","California","Snow Course/Aerial Marker","Tulare","9100","36.337","-118.155","180300020102	",,"3-14-2024, 12:19 PM MDT"
"Trap Creek","22F17	","Oregon","Snow Course/Aerial Marker","Douglas","3830","43.24607","-122.29196","171003010303	",,"3-14-2024, 12:19 PM MDT"
"Trapper Ck nr Oakley","13083000	","Idaho","Streamflow","Cassia","4820","42.16583","-113.98361","170402110303	",,"3-14-2024, 12:19 PM MDT"
"Trapper Joe Ridge","50LL11	","Alaska","Snow Course/Aerial Marker","Kenai Peninsula","2424","60.75157","-150.01775","190203020607	",,"3-14-2024, 12:19 PM MDT"
"Trapper Lake","827	","Colorado","SNOTEL","Garfield","9759","39.99881","-107.23618","140500050101	",,"3-14-2024, 12:19 PM MDT"
"Treasure Pass Ditch","09341000	","Colorado","Streamflow","Mineral","10780","37.48112","-106.79726","130100011101	",,"3-14-2024, 12:19 PM MDT"
"Treat Island","56Q01	","Alaska","Snow Course/Aerial Marker","Yukon-Koyukuk","190","65.9361","-156.1845","190901081608	",,"3-14-2024, 12:19 PM MDT"
"Tremewan Ranch","15H08	","Nevada","Snow Course/Aerial Marker","Elko","5700","41.29428","-115.78742","160401020106	",,"3-14-2024, 12:19 PM MDT"
"Tres Ritos","1083	","New Mexico","SNOTEL","Taos","8755","36.1279","-105.52706","130201010903	",,"3-14-2024, 12:19 PM MDT"
"Trial Lake","10J08	","Utah","Snow Course/Aerial Marker","Summit","9953","40.67933","-110.94877","160202030102	",,"3-14-2024, 12:19 PM MDT"
"Trial Lake","828	","Utah","SNOTEL","Summit","9992","40.678","-110.94873","160202030102	",,"3-14-2024, 12:19 PM MDT"
"Trident","8363	","Montana","ACIS","Broadwater","4040","45.95","-111.48333","100301010501	",,"3-14-2024, 12:19 PM MDT"
"Trinchera","829	","Colorado","SNOTEL","Costilla","10922","37.35296","-105.23259","130100020601	",,"3-14-2024, 12:19 PM MDT"
"Trinchera Ck ab Turners Ranch","08240500	","Colorado","Streamflow","Costilla","8520","37.37473","-105.29501","130100020603	",,"3-14-2024, 12:19 PM MDT"
"Trinidad Lake","07007100	","Colorado","Reservoir","Las Animas","6220","37.1428","-104.55415","110200100308	",,"3-14-2024, 12:19 PM MDT"
"Trinity","1171	","Washington","SNOTEL","Chelan","2930","48.0747","-120.8493","170200110302	",,"3-14-2024, 12:19 PM MDT"
"Trinity Mtn.","830	","Idaho","SNOTEL","Elmore","7770","43.62903","-115.43818","170501110703	",,"3-14-2024, 12:19 PM MDT"
"Trinkus Lake","13B01	","Montana","Snow Course/Aerial Marker","Lake","6100","47.94622","-113.75248","170102110401	",,"3-14-2024, 12:19 PM MDT"
"Triple Peak","831	","Wyoming","SNOTEL","Sublette","8500","42.76393","-110.5914","140401010503	",,"3-14-2024, 12:19 PM MDT"
