StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,PERDUN,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,PLANTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,HGA,HGB,HGC,HGD,HGBD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,WATERWETNLCD06,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
02143000,Ref,TRUE,216.7,1.27,35.665038,-81.575197,131.09,13.96,68.8,291.3,113.1,112.5,11.1,7.2,783.8,6.5,0.042,3.8,8.7,11.26,108.2,575.3,77.26,11.26,0.08,2.17,3.21,11.23,0.02,0,75.41,22.99,1.07,0.53,0.14,1.71,1.37,0.49,5.54,52.95,91.96,55.5,27.39,34.72,37.89,0.23,227.85,404,0.199,13,73.3,0.288,0.958,0.09,31.92,35.49,33.5,30.95,1.300223175,20.71,637
02143040,Ref,TRUE,66.5,2.88,35.595642,-81.623906,136.48,13.73,68.9,290.4,113.7,115.8,11.2,7.5,768.5,6.3,0.043,3.6,8.3,10.18,68.8,646.4,90.75,3.31,0,2.14,1.23,3.27,0.05,0,75.01,21.42,2.38,1.19,0.15,2.01,1.37,0.66,5.25,55.08,92,57.54,27.42,36.84,35.74,0.23,241.55,546,0.382,15.7,73,0.292,0.956,0.04,32.92,37.79,34.93,32.16,1.291322486,20.47,539
02147126,Ref,TRUE,90.4,1.45,34.87456,-80.718631,121.53,15.94,67,304,95.3,96.4,9.9,5.5,883.3,3,0.02,4.6,8.7,12.72,496.8,386.8,68.62,21.48,0.05,0.41,2.51,20.9,0.58,0,55.4,42.6,2,0,0.14,1.36,1.4,0.43,5.16,58.35,94.88,65.84,36.6,34.78,28.62,0.29,246.37,192,0.484,2.8,204.8,-0.907,-0.42,1.48,30.04,28.99,33.81,28.7,1.296762826,20.58,93
02147500,Ref,TRUE,514.2,1.99,34.645672,-81.070006,119.7,15.88,67.5,303.9,95.4,94.7,9.6,5.3,880.1,2.4,0.016,5,6.6,12.42,344.1,354.7,69.12,11.81,0.61,1.35,8.75,11.77,0.04,0,57.54,40.59,0,0,0.14,1.64,1.41,0.44,5.63,47.78,93.62,57.22,29.11,34.21,36.68,0.25,248.15,154,0.551,3.5,146.3,-0.832,0.555,2.1,29.98,28.42,33.53,27.75,1.322454108,20.47,118
02149000,Ref,TRUE,203.9,2.02,35.518044,-82.114364,146.65,14.49,71,297.5,105.1,113.6,11.9,7.2,804.7,5.5,0.039,3.5,8,11.08,29.1,553.1,83.82,5.39,0.93,0.93,5.58,5.37,0.02,0,88.35,6.49,4.6,0.56,0.13,2.49,1.41,0.64,5.59,50.95,91.47,54.26,24.62,36.61,38.77,0.22,221.4,414,0.184,17.1,130.3,-0.647,0.762,0.2,34.1,39.61,37.54,34.89,1.264168621,20.39,835
02152100,Ref,TRUE,155,2.1,35.54455,-81.754134,136.03,13.89,69.3,291.8,112.1,114.7,11.2,7.5,780.1,6.5,0.04,3.8,8.9,10.98,80,593.2,83.9,7.56,0.51,3.05,3.02,7.55,0.01,0,74.1,21.84,2.7,1.35,0.15,2.09,1.37,0.7,5.18,55.19,91.99,57.98,27.23,37.51,35.26,0.23,246.15,434,0.247,17.6,162.7,-0.955,0.298,0.1,32.96,37.09,34.64,32.08,1.287817173,20.63,611
02152285,Ref,FALSE,332.5,1.82,35.507863,-81.719866,133.13,14.24,68.8,293.3,110,112.6,11.1,7.2,796.6,5.7,0.04,4,9,11.4,147.7,547.3,74.52,14.26,0.28,3.54,3.79,14.24,0.03,0,81.09,16.43,1.65,0.82,0.14,1.86,1.37,0.57,5.38,56.88,92.17,56.94,28.93,34.59,36.48,0.23,242.98,371,0.184,13,142,-0.788,0.615,0.34,32.12,36.16,33.99,31.18,1.302343392,20.74,641
02152474,Ref,FALSE,491.4,1.82,35.500245,-81.67069,131.33,14.41,68.5,294,108.9,111.1,10.9,7.2,805,5.3,0.039,4,9,11.69,204.5,519.9,65.5,22.64,0.22,3.1,3.83,22.52,0.11,0,84.38,13.82,1.18,0.55,0.14,1.74,1.37,0.5,5.46,57.66,92.43,57,30.18,33.21,36.61,0.23,239.98,341,0.157,10.4,150.6,-0.871,0.491,0.41,31.7,35.6,33.54,30.69,1.30825208,20.81,656
21536097,Ref,FALSE,53,1.85,35.004877,-81.59813,124.99,15.21,66.2,296,109.8,105.9,10.5,6.5,847.4,4,0.022,4,4,11.84,250.5,444.8,69.32,14.49,0.03,2.48,5.81,14.49,0,0,43.75,55.14,1.11,0,0.14,1.61,1.42,0.52,5.3,45.18,93.51,63.07,30.06,39.57,30.37,0.3,243.44,201,0.385,4.6,161.5,-0.949,0.317,1.13,31.84,31.93,31.38,29.9,1.297872193,20.87,161
02157470,Ref,TRUE,84.8,1.7,35.094586,-82.275007,155.09,15.28,68.5,300.2,99.5,112.8,12,7.1,840.5,3.2,0.023,5.3,4.4,11.72,93.3,643.9,58.1,24.11,0.48,0.73,7.68,24.09,0.02,0,92.47,7.21,0.16,0,0.14,1.67,1.4,0.36,5.68,58.09,96.04,63.34,37.93,29.6,32.48,0.26,280.19,321,0.101,7.2,154.5,-0.903,0.43,1.85,37.93,40.46,39.13,36.74,1.251966073,20.37,585
02157490,Ref,TRUE,41.1,1.55,35.021901,-82.258262,140.42,15.5,68,302.4,98,106.1,11,7,856.5,3,0.023,5.9,4.8,12.49,166.2,535.1,43.72,30.42,0.54,0.44,9.61,30.42,0,0,91.2,8.01,0.4,0,0.14,1.48,1.41,0.32,5.66,59.09,96.01,66.34,40.82,29.8,29.39,0.27,260.75,292,0.39,3.4,157.8,-0.926,0.378,3.83,34.54,36.58,35.52,33.27,1.302005455,20.53,105
02167450,Ref,TRUE,580,1.52,34.37177,-81.921071,120.81,16.03,67.5,302.2,97.1,99.4,10,6,887.5,2.4,0.034,4.9,6,12.74,266.8,386.1,59.82,17.1,0.58,2.67,8.16,16.98,0.13,0,81.7,16.87,1.43,0,0.13,1.76,1.41,0.3,5.62,57.02,94.94,61.51,36.93,29.75,33.31,0.26,250.49,170,0.341,3,177.5,-0.999,0.043,3.29,32.25,29.82,30.85,27.89,1.350519915,20.48,170
02171680,Ref,TRUE,39.5,1.75,33.313169,-79.824707,128.15,17.62,69.3,314,83,101.4,11,6,951.8,0,0.117,5.2,3,13.77,934.6,365.6,53.47,11.33,0,7.68,0.81,9.83,1.5,2,7,25,60,5,0.13,2.1,1.51,1.24,1.22,60,100,54.48,33.77,21.79,44.45,0.2,302.23,14,0.556,0.5,163,-0.956,0.292,24.7,28.97,27.9,43.46,27.83,1.193470477,19.15,18
02174250,Ref,TRUE,61.6,2.3,33.418935,-80.758222,122.6,17.59,69,312.3,82.6,98.2,11,5.4,949.9,0,0.083,4.3,3.5,14.18,540.6,307.8,27.62,38.37,0.02,10.1,1.96,13.81,24.56,8.78,35.75,22.86,12.14,20.47,0.12,2.96,1.46,0.63,2.01,60,98.21,43.5,23.52,21.47,55,0.17,278.95,51,0.667,0.1,111.1,-0.36,0.933,16.48,29.65,27.33,40.14,25.48,1.39479365,19.29,21
02177000,Ref,TRUE,526.8,1.54,34.957868,-83.202371,194.4,12.55,71.1,286.5,115,126.2,12.9,7.5,705.5,5.8,0.04,4.7,4.3,10.89,20.6,1125.3,93.12,1.87,0.15,0.6,0.38,1.84,0.03,0,80.5,17.22,2.28,0,0.13,2.66,1.4,0.68,5.84,46.79,91.7,49.24,20.33,35.86,43.8,0.22,363.14,748,0.345,20.1,149.5,-0.862,0.508,0.22,50.29,51.68,46.83,45.61,1.193416528,19.01,1109
02178400,Ref,TRUE,151.3,2.68,34.954371,-83.532458,188.58,12.15,69.3,279.3,124.1,136.2,13.8,8.2,683.8,7.7,0.069,4.4,4.1,10.27,14.2,1139.6,94.58,1.88,0,0.75,0.32,1.88,0,0,81.45,17.99,0.56,0,0.14,2.69,1.39,0.69,5.85,49.94,91.35,47.14,18.91,35.47,45.61,0.22,379.01,851,0.256,26.5,181.2,-1,-0.022,0.06,51.94,50.68,43.42,42.81,1.197780821,18.83,1086
02192500,Ref,TRUE,555.9,1.83,34.275414,-82.481199,122.63,15.98,68,305.6,95.4,94,9.6,5.7,883.4,2.4,0.054,5,5.5,12.62,188.7,409.4,51.05,25.23,0.73,2.54,11.44,25.12,0.1,0,86.31,12.9,0,0,0.14,1.62,1.42,0.3,5.56,57.6,95.82,63.33,38.11,29.72,32.17,0.26,250.77,185,0.493,3.2,177.2,-0.999,0.049,2.68,33.51,31.34,30.4,27.39,1.372368698,20.48,136
02193340,Ref,TRUE,87.9,2.46,33.723165,-82.914696,122.7,16.16,68,305.9,94.2,95.6,10,5.1,885.7,2,0.055,4.3,6.8,12.42,289.8,391.5,64.27,12.72,0.83,3.57,12.59,12.64,0.07,0,98.64,1.36,0,0,0.14,1.65,1.37,0.29,5.82,58.95,95.15,63.89,35.98,32.68,31.33,0.3,254.48,178,0.556,2.9,145.8,-0.827,0.562,3,33.88,31.03,31.56,26.2,1.399545419,20.13,90
02196000,Ref,TRUE,1408.4,1.86,33.931524,-82.076103,122.04,16.39,68.4,304.5,91.8,95,9.5,5.4,901.6,1.7,0.033,4.5,7.5,12.54,351.2,367.5,68.5,8.68,0.48,4.81,9.7,8.24,0.44,0.96,71.12,26.06,1.56,0,0.14,1.49,1.41,0.38,5.3,55.67,93.41,68.82,37.41,38.37,24.22,0.32,254.65,143,0.579,2.4,201.6,-0.93,-0.368,2.23,32.83,29.84,32.52,26.85,1.38072356,20.33,145
02197300,Ref,TRUE,229.1,2.41,33.466987,-81.619867,122.11,17.55,69.4,310.5,88.7,92.5,9.6,5,950.9,1,0.04,6.3,5.2,12.16,77.9,366.9,35.35,17.22,0.48,21.55,4.93,10.02,7.2,21.31,57.51,12.99,6.98,1.2,0.1,5.21,1.56,0.64,5.08,60,96.78,32.63,19.5,15.04,65.46,0.13,269.48,115,0.564,2.3,156.4,-0.916,0.4,10.72,31.37,28.08,36.92,25.73,1.411924168,19.44,110
02198100,Ref,TRUE,79.5,2.37,32.964252,-81.873929,119.28,17.57,69,303.7,92.5,87.9,9.9,4,949.7,0.2,0.041,5,5,12.52,160.8,290.4,36.12,13.62,0.1,9.21,5.25,2.23,11.38,8.4,36.39,26.29,9.1,17.46,0.11,3.77,1.52,0.59,4.14,60,96.8,40.03,23.43,18.94,57.62,0.15,288.82,82,0.421,1.6,94.4,-0.077,0.997,32.2,31.3,26.69,37.06,24.21,1.375888582,18.66,57
02198690,Ref,TRUE,419.8,1.78,32.472731,-81.366139,125.03,18.7,70,316.2,74.8,89,10.1,4.6,1000.6,0,0.095,3.9,2.6,13.49,211.2,304.3,42.58,15.15,0.02,9.13,5.25,2.49,12.66,4.15,11.67,41.06,11.77,26.03,0.1,6.11,1.52,0.8,1.77,60,97.29,29.39,16.33,14.51,69.16,0.13,319.84,30,0.667,0.3,100.2,-0.177,0.984,23.41,29.67,27.08,42.12,26.17,1.406448469,18.4,39
02202600,Ref,TRUE,590.5,1.85,32.281897,-81.640403,122.55,18.81,70.7,317.7,71.5,93.2,11,5,1001.3,0,0.094,4.8,2.1,13.44,230.8,278.2,27.6,26.69,0.04,7.19,5.32,2.62,24.07,0.9,16.55,39.47,10.79,26.81,0.1,5.85,1.52,0.83,1.82,60,96.89,29.64,17.18,14.28,68.55,0.13,326.11,33,0.359,0.3,118.1,-0.471,0.882,26.79,29.25,26.8,41.64,24.86,1.410813636,17.87,64
02204130,Ref,FALSE,67.1,1.71,33.637268,-84.066403,128.81,15.98,68,307.3,92.5,101.5,10.6,6,873.4,2,0.071,4.3,5.1,12.14,145,448.7,48.68,8.57,0.47,1.12,3.88,8.57,0,0,90.33,5.15,4.52,0,0.13,2.27,1.39,0.37,5.47,54.12,92.32,53.18,29.46,30.15,40.38,0.25,281.91,243,0.389,3.7,206.5,-0.895,-0.447,3.51,35.67,33.67,32.19,27.32,1.401728709,20.14,126
02212600,Ref,TRUE,188,2.4,33.172642,-83.710182,122.11,17.34,68.7,313.1,85.3,91.7,9.4,5,937.7,1,0.078,5.8,7.6,13.15,256.8,392,83.31,1.82,0.22,0.64,4.75,1.82,0,0,89.9,8.54,0,0,0.13,1.85,1.38,0.29,5.62,57.47,93.99,58.15,33.87,30.36,35.77,0.25,271.18,159,0.443,4.8,203.1,-0.92,-0.392,5.51,34.82,31.35,30.85,25.1,1.462234502,19.52,106
02213050,Ref,TRUE,81,2.56,33.020189,-83.601718,120.96,17.26,68.2,312,85.6,92.7,10,5,934,1,0.073,6.1,8,12.4,270.2,371.2,59.87,14.02,0.76,3.21,10.95,14.01,0.02,0,91.02,8.98,0,0,0.13,1.79,1.38,0.3,5.75,56.78,94.29,58.83,33.95,30.45,35.6,0.26,272.49,159,0.471,3.4,192.4,-0.977,-0.215,4.73,34.43,30.74,31,24.82,1.456110321,19.36,87
02215100,Ref,TRUE,420.3,2.24,32.285973,-83.684094,120.46,18.21,68.9,313.3,79.1,90.3,10.4,4.3,981.3,0.1,0.07,5.5,6.1,12.96,254.7,305.3,35.01,41.68,0.05,0.19,4.51,8.86,32.82,12.89,62.69,6.87,12.48,3.91,0.12,3.18,1.53,0.35,4.22,60,97.26,42.84,27.66,17.27,55.07,0.15,317.61,119,0.495,1.9,113.4,-0.397,0.918,13.29,34.64,29.35,32.68,23.81,1.464213085,18.59,107
02216180,Ref,TRUE,129.1,1.82,32.031898,-83.022742,121.28,18.38,70.3,317.1,74.9,91.5,10,4,985.2,0,0.046,4.8,2,12.51,215.5,289.2,43.35,20.8,0.03,4.78,9.08,8.08,12.72,13.7,32.94,33.16,0.73,19.47,0.1,3.97,1.54,0.42,4.43,60,96.05,34.56,21.02,15.91,63.07,0.13,331.5,87,0.418,1.9,121.7,-0.525,0.851,17.5,33.16,28.59,35.55,24,1.462320315,18.03,79
02220550,Ref,FALSE,43.5,2.56,33.409453,-82.983638,121.38,16.58,69,309.8,90.6,88.9,9.1,4.7,903.4,1,0.059,4,5.6,12.74,178.8,360.5,69.46,5.42,0.3,4.96,14.39,5.42,0,0,81.89,14.52,0,0,0.14,1.76,1.39,0.31,5.58,56.77,94.49,60.22,34.35,31.67,33.98,0.26,259.14,165,0.404,3.8,195.9,-0.962,-0.274,2.63,33.67,30.78,31.8,25.11,1.464930153,19.87,109
02221000,Ref,FALSE,61.4,2.65,33.423703,-83.719189,123.96,17.05,69,313.6,85.7,90,9,5,922.2,1,0.07,4,6.2,12.54,243.3,397.5,63.66,12.05,0.49,3.18,10.6,12.01,0.04,0,95.9,4.1,0,0,0.13,1.8,1.38,0.28,5.74,58.02,94.18,58.42,34.21,29.93,35.85,0.26,269.91,199,0.522,3.4,123.7,-0.555,0.832,5.9,34.27,32.25,32.11,25.36,1.454169918,19.8,90
02221525,Ref,TRUE,490.8,2.52,33.357522,-83.635657,123.19,17.32,69,314.8,84.5,87.7,8.8,5,937.4,1,0.071,4.5,6.6,13.07,252.9,392.1,60.66,14.71,0.71,1.68,11.87,14.62,0.09,0,95.55,4.37,0,0,0.13,1.81,1.38,0.28,5.73,57.98,94.15,58.35,34.17,29.95,35.88,0.26,268.62,175,0.472,3.9,158.4,-0.93,0.369,5.24,34.12,32.03,31.95,25.12,1.459587622,19.7,127
02226100,Ref,TRUE,516.7,1.6,31.490508,-81.878062,126.89,19.12,71.3,315.6,77,98.4,12.1,5.1,1011.1,0,0.117,6.2,0.9,14.3,287.6,316,50.91,1.94,0.29,9.79,8.01,1.16,0.78,4.78,0.29,31.67,18.17,45.1,0.1,9.06,1.45,3.1,1.37,60,99.47,16.56,7.77,8.96,83.27,0.1,378.74,18,0.256,0.2,104.9,-0.257,0.966,19.89,28.92,27.63,44.64,25.71,1.405124801,17.25,39
02227000,Ref,FALSE,362.6,1.14,31.724889,-82.639858,123.53,18.66,71,315.3,72.2,94.3,11.5,4.3,995.1,0,0.058,5.7,1.4,13.38,213.8,277.3,35.24,29.39,0.05,9.68,5.56,4.2,25.19,7,17.78,29.99,14.02,26.15,0.09,6.39,1.54,0.69,2.12,60,97.29,27.4,15.74,13.06,71.2,0.12,356.95,72,0.604,0.9,120.9,-0.514,0.858,15.17,31.69,27.63,40.22,23.98,1.444084238,17.39,48
02228500,Ref,TRUE,496.9,1.4,30.607084,-82.225432,132.64,19.84,72.2,321.6,67.5,99.4,13.2,5,1037.6,0,0.162,11.8,2,15.25,1130.7,309.9,18.81,0.14,0.04,6.22,2.05,0.14,0,0,0,6.23,50.35,43.41,0.13,7,1.42,6.91,0.44,60,99.93,22.7,11.26,11.6,77.14,0.11,437.62,36,0.333,0.1,258.2,-0.205,-0.979,71.02,27.62,28.26,49.85,26.91,1.513846537,15.92,27
